profile,context,scenario,runs,runsWithoutEmergencyOrders,runsWithoutLegislativeResponses,emergencyOrders,ordersWithReasons,meritsFollowUps,pooledReasonsPerOrder,pooledFollowUpPerOrder,legislativeResponses,timelyResponses,pooledTimelyPerResponse
frozen-generator,baseline,current-federal-court,120,0,120,3880,80,0,0.020618556701030927,0.0,0,0,
frozen-generator,baseline,reasoned-emergency-review,120,1,120,735,640,735,0.8707482993197279,1.0,0,0,
frozen-generator,baseline,constitutional-council,120,0,120,1333,949,181,0.7119279819954989,0.13578394598649662,0,0,
frozen-generator,baseline,weak-form-review,120,0,0,1334,913,201,0.684407796101949,0.15067466266866567,3068,187,0.06095176010430248
frozen-generator,baseline,reasoned-with-fast-procedure,120,0,120,3932,663,0,0.16861648016276704,0.0,0,0,
frozen-generator,baseline,council-with-full-court-structure,120,0,120,1310,944,193,0.7206106870229008,0.14732824427480917,0,0,
frozen-generator,baseline,weak-form-half-response,120,0,0,1314,901,194,0.6856925418569254,0.1476407914764079,1523,0,0.0
frozen-generator,baseline,weak-form-no-response,120,0,120,1325,940,200,0.7094339622641509,0.1509433962264151,0,0,
frozen-generator,emergencyPressure-low,current-federal-court,120,0,120,583,13,0,0.022298456260720412,0.0,0,0,
frozen-generator,emergencyPressure-low,reasoned-emergency-review,120,118,120,2,1,2,0.5,1.0,0,0,
frozen-generator,emergencyPressure-low,constitutional-council,120,117,120,3,3,2,1.0,0.6666666666666666,0,0,
frozen-generator,emergencyPressure-low,weak-form-review,120,117,0,3,3,2,1.0,0.6666666666666666,3295,278,0.08437025796661608
frozen-generator,emergencyPressure-low,reasoned-with-fast-procedure,120,0,120,667,120,0,0.17991004497751126,0.0,0,0,
frozen-generator,emergencyPressure-low,council-with-full-court-structure,120,117,120,3,2,3,0.6666666666666666,1.0,0,0,
frozen-generator,emergencyPressure-low,weak-form-half-response,120,117,0,3,2,2,0.6666666666666666,0.6666666666666666,1661,0,0.0
frozen-generator,emergencyPressure-low,weak-form-no-response,120,116,120,4,2,2,0.5,0.5,0,0,
frozen-generator,emergencyPressure-high,current-federal-court,120,0,120,9508,220,0,0.023138409760201935,0.0,0,0,
frozen-generator,emergencyPressure-high,reasoned-emergency-review,120,0,120,7534,6594,7534,0.8752322803291744,1.0,0,0,
frozen-generator,emergencyPressure-high,constitutional-council,120,0,120,8199,5925,1173,0.7226491035492133,0.14306622758873033,0,0,
frozen-generator,emergencyPressure-high,weak-form-review,120,0,0,8217,5747,1179,0.6994036753072898,0.14348302300109528,1875,21,0.0112
frozen-generator,emergencyPressure-high,reasoned-with-fast-procedure,120,0,120,9516,1654,0,0.17381252627154267,0.0,0,0,
frozen-generator,emergencyPressure-high,council-with-full-court-structure,120,0,120,8242,5986,1173,0.7262800291191458,0.14231982528512496,0,0,
frozen-generator,emergencyPressure-high,weak-form-half-response,120,0,0,8248,5682,1180,0.688894277400582,0.14306498545101842,948,0,0.0
frozen-generator,emergencyPressure-high,weak-form-no-response,120,0,120,8248,5730,1176,0.694713870029098,0.1425800193986421,0,0,
frozen-generator,rightsThreatRate-low,current-federal-court,120,0,120,3981,73,0,0.01833710123084652,0.0,0,0,
frozen-generator,rightsThreatRate-low,reasoned-emergency-review,120,0,120,761,674,761,0.885676741130092,1.0,0,0,
frozen-generator,rightsThreatRate-low,constitutional-council,120,0,120,1397,1003,131,0.717967072297781,0.09377236936292055,0,0,
frozen-generator,rightsThreatRate-low,weak-form-review,120,0,0,1311,889,131,0.6781083142639207,0.09992372234935164,1816,140,0.07709251101321586
frozen-generator,rightsThreatRate-low,reasoned-with-fast-procedure,120,0,120,4002,684,0,0.17091454272863568,0.0,0,0,
frozen-generator,rightsThreatRate-low,council-with-full-court-structure,120,0,120,1362,978,140,0.7180616740088106,0.1027900146842878,0,0,
frozen-generator,rightsThreatRate-low,weak-form-half-response,120,0,0,1370,960,137,0.7007299270072993,0.1,956,0,0.0
frozen-generator,rightsThreatRate-low,weak-form-no-response,120,0,120,1322,917,139,0.6936459909228442,0.10514372163388805,0,0,
frozen-generator,rightsThreatRate-high,current-federal-court,120,0,120,4082,107,0,0.02621264086232239,0.0,0,0,
frozen-generator,rightsThreatRate-high,reasoned-emergency-review,120,0,120,827,718,827,0.8681983071342201,1.0,0,0,
frozen-generator,rightsThreatRate-high,constitutional-council,120,0,120,1408,1045,364,0.7421875,0.2585227272727273,0,0,
frozen-generator,rightsThreatRate-high,weak-form-review,120,0,0,1371,975,358,0.7111597374179431,0.2611232676878191,5230,195,0.0372848948374761
frozen-generator,rightsThreatRate-high,reasoned-with-fast-procedure,120,0,120,4108,702,0,0.17088607594936708,0.0,0,0,
frozen-generator,rightsThreatRate-high,council-with-full-court-structure,120,0,120,1410,1065,341,0.7553191489361702,0.24184397163120566,0,0,
frozen-generator,rightsThreatRate-high,weak-form-half-response,120,0,0,1389,1002,360,0.7213822894168467,0.2591792656587473,2662,0,0.0
frozen-generator,rightsThreatRate-high,weak-form-no-response,120,0,120,1387,989,351,0.7130497476568133,0.25306416726748376,0,0,
frozen-generator,appointmentPolarization-low,current-federal-court,120,0,120,4031,93,0,0.02307119821384272,0.0,0,0,
frozen-generator,appointmentPolarization-low,reasoned-emergency-review,120,1,120,724,636,724,0.8784530386740331,1.0,0,0,
frozen-generator,appointmentPolarization-low,constitutional-council,120,0,120,1336,962,190,0.7200598802395209,0.14221556886227546,0,0,
frozen-generator,appointmentPolarization-low,weak-form-review,120,0,0,1354,941,194,0.6949778434268833,0.1432791728212703,3066,182,0.0593607305936073
frozen-generator,appointmentPolarization-low,reasoned-with-fast-procedure,120,0,120,3976,677,0,0.17027162977867202,0.0,0,0,
frozen-generator,appointmentPolarization-low,council-with-full-court-structure,120,0,120,1283,950,184,0.7404520654715511,0.14341387373343725,0,0,
frozen-generator,appointmentPolarization-low,weak-form-half-response,120,0,0,1315,936,198,0.711787072243346,0.1505703422053232,1587,0,0.0
frozen-generator,appointmentPolarization-low,weak-form-no-response,120,0,120,1347,942,206,0.6993318485523385,0.15293244246473645,0,0,
frozen-generator,appointmentPolarization-high,current-federal-court,120,0,120,3946,102,0,0.025848960973137353,0.0,0,0,
frozen-generator,appointmentPolarization-high,reasoned-emergency-review,120,0,120,781,681,781,0.8719590268886044,1.0,0,0,
frozen-generator,appointmentPolarization-high,constitutional-council,120,0,120,1341,985,216,0.7345264727815063,0.1610738255033557,0,0,
frozen-generator,appointmentPolarization-high,weak-form-review,120,0,0,1356,919,221,0.6777286135693216,0.16297935103244837,3200,179,0.0559375
frozen-generator,appointmentPolarization-high,reasoned-with-fast-procedure,120,0,120,4034,697,0,0.17278135845314824,0.0,0,0,
frozen-generator,appointmentPolarization-high,council-with-full-court-structure,120,0,120,1369,1013,188,0.7399561723886048,0.13732651570489407,0,0,
frozen-generator,appointmentPolarization-high,weak-form-half-response,120,0,0,1334,937,211,0.7023988005997002,0.15817091454272864,1590,0,0.0
frozen-generator,appointmentPolarization-high,weak-form-no-response,120,0,120,1373,944,188,0.6875455207574654,0.1369264384559359,0,0,
frozen-generator,legislativeConflict-low,current-federal-court,120,0,120,3925,80,0,0.02038216560509554,0.0,0,0,
frozen-generator,legislativeConflict-low,reasoned-emergency-review,120,0,120,749,664,749,0.8865153538050734,1.0,0,0,
frozen-generator,legislativeConflict-low,constitutional-council,120,0,120,1289,920,194,0.7137315748642359,0.15050426687354537,0,0,
frozen-generator,legislativeConflict-low,weak-form-review,120,0,0,1364,895,191,0.656158357771261,0.14002932551319647,2735,664,0.24277879341864717
frozen-generator,legislativeConflict-low,reasoned-with-fast-procedure,120,0,120,3921,668,0,0.17036470288191788,0.0,0,0,
frozen-generator,legislativeConflict-low,council-with-full-court-structure,120,0,120,1263,946,207,0.7490102929532858,0.16389548693586697,0,0,
frozen-generator,legislativeConflict-low,weak-form-half-response,120,0,0,1297,903,210,0.6962220508866616,0.16191210485736315,1406,0,0.0
frozen-generator,legislativeConflict-low,weak-form-no-response,120,0,120,1307,926,197,0.7084927314460597,0.15072685539403213,0,0,
frozen-generator,legislativeConflict-high,current-federal-court,120,0,120,3903,90,0,0.023059185242121444,0.0,0,0,
frozen-generator,legislativeConflict-high,reasoned-emergency-review,120,0,120,747,639,747,0.8554216867469879,1.0,0,0,
frozen-generator,legislativeConflict-high,constitutional-council,120,0,120,1356,972,194,0.7168141592920354,0.1430678466076696,0,0,
frozen-generator,legislativeConflict-high,weak-form-review,120,0,0,1305,950,202,0.7279693486590039,0.15478927203065135,3358,0,0.0
frozen-generator,legislativeConflict-high,reasoned-with-fast-procedure,120,0,120,3950,662,0,0.16759493670886075,0.0,0,0,
frozen-generator,legislativeConflict-high,council-with-full-court-structure,120,0,120,1306,946,195,0.7243491577335375,0.14931087289433384,0,0,
frozen-generator,legislativeConflict-high,weak-form-half-response,120,0,0,1359,970,199,0.7137601177336277,0.14643119941133187,1672,0,0.0
frozen-generator,legislativeConflict-high,weak-form-no-response,120,0,120,1317,880,200,0.6681852695520122,0.15186028853454822,0,0,
frozen-generator,implementationCapacity-low,current-federal-court,120,0,120,3934,84,0,0.021352313167259787,0.0,0,0,
frozen-generator,implementationCapacity-low,reasoned-emergency-review,120,0,120,730,633,730,0.8671232876712329,1.0,0,0,
frozen-generator,implementationCapacity-low,constitutional-council,120,0,120,1272,917,192,0.7209119496855346,0.1509433962264151,0,0,
frozen-generator,implementationCapacity-low,weak-form-review,120,0,0,1305,915,184,0.7011494252873564,0.1409961685823755,3067,0,0.0
frozen-generator,implementationCapacity-low,reasoned-with-fast-procedure,120,0,120,3925,654,0,0.16662420382165605,0.0,0,0,
frozen-generator,implementationCapacity-low,council-with-full-court-structure,120,0,120,1253,898,195,0.7166799680766162,0.1556264964086193,0,0,
frozen-generator,implementationCapacity-low,weak-form-half-response,120,0,0,1326,920,194,0.693815987933635,0.14630467571644043,1512,0,0.0
frozen-generator,implementationCapacity-low,weak-form-no-response,120,0,120,1298,872,176,0.6718027734976888,0.13559322033898305,0,0,
frozen-generator,implementationCapacity-high,current-federal-court,120,0,120,3999,100,0,0.025006251562890724,0.0,0,0,
frozen-generator,implementationCapacity-high,reasoned-emergency-review,120,0,120,781,680,781,0.8706786171574904,1.0,0,0,
frozen-generator,implementationCapacity-high,constitutional-council,120,0,120,1353,964,202,0.7124907612712491,0.14929785661492978,0,0,
frozen-generator,implementationCapacity-high,weak-form-review,120,0,0,1350,943,183,0.6985185185185185,0.13555555555555557,3069,651,0.21212121212121213
frozen-generator,implementationCapacity-high,reasoned-with-fast-procedure,120,0,120,3986,733,0,0.1838936276969393,0.0,0,0,
frozen-generator,implementationCapacity-high,council-with-full-court-structure,120,0,120,1291,940,178,0.7281177381874516,0.13787761425251743,0,0,
frozen-generator,implementationCapacity-high,weak-form-half-response,120,0,0,1352,953,195,0.7048816568047337,0.14423076923076922,1523,0,0.0
frozen-generator,implementationCapacity-high,weak-form-no-response,120,0,120,1302,921,179,0.7073732718894009,0.13748079877112135,0,0,
frozen-generator,partyFragmentation-low,current-federal-court,120,0,120,3893,77,0,0.01977909067557154,0.0,0,0,
frozen-generator,partyFragmentation-low,reasoned-emergency-review,120,0,120,777,672,777,0.8648648648648649,1.0,0,0,
frozen-generator,partyFragmentation-low,constitutional-council,120,0,120,1276,940,185,0.7366771159874608,0.14498432601880878,0,0,
frozen-generator,partyFragmentation-low,weak-form-review,120,0,0,1287,888,190,0.6899766899766899,0.14763014763014762,2940,960,0.32653061224489793
frozen-generator,partyFragmentation-low,reasoned-with-fast-procedure,120,0,120,3960,630,0,0.1590909090909091,0.0,0,0,
frozen-generator,partyFragmentation-low,council-with-full-court-structure,120,0,120,1313,966,196,0.7357197258187357,0.14927646610814926,0,0,
frozen-generator,partyFragmentation-low,weak-form-half-response,120,0,0,1306,942,179,0.7212863705972435,0.13705972434915772,1502,7,0.004660452729693742
frozen-generator,partyFragmentation-low,weak-form-no-response,120,0,120,1284,869,188,0.676791277258567,0.14641744548286603,0,0,
frozen-generator,partyFragmentation-high,current-federal-court,120,0,120,3906,91,0,0.023297491039426525,0.0,0,0,
frozen-generator,partyFragmentation-high,reasoned-emergency-review,120,0,120,706,631,706,0.8937677053824362,1.0,0,0,
frozen-generator,partyFragmentation-high,constitutional-council,120,0,120,1259,901,211,0.715647339158062,0.1675933280381255,0,0,
frozen-generator,partyFragmentation-high,weak-form-review,120,0,0,1285,881,202,0.6856031128404669,0.15719844357976653,2991,0,0.0
frozen-generator,partyFragmentation-high,reasoned-with-fast-procedure,120,0,120,3910,646,0,0.16521739130434782,0.0,0,0,
frozen-generator,partyFragmentation-high,council-with-full-court-structure,120,0,120,1313,978,209,0.7448591012947449,0.15917745620715917,0,0,
frozen-generator,partyFragmentation-high,weak-form-half-response,120,0,0,1334,922,212,0.6911544227886057,0.15892053973013492,1478,0,0.0
frozen-generator,partyFragmentation-high,weak-form-no-response,120,0,120,1318,902,206,0.6843702579666161,0.15629742033383914,0,0,
