caseKey,caseName,caseDescription,scenarioKey,scenario,segmentType,segmentKey,metric,estimate,lower95,upper95,n,method
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,reviewRate,1.000,1.000,1.000,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,intakeAcceptanceRate,0.021,0.021,0.021,28429,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,legalStability,0.825,0.815,0.838,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,rightsProtection,0.711,0.699,0.722,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,shadowDocketAbuse,0.344,0.313,0.380,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,emergencyReliefRate,0.496,0.436,0.554,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,emergencyReasonGivingRate,0.027,0.011,0.042,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,emergencyVoteDisclosureRate,0.318,0.273,0.381,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,emergencyPublicDisagreementRate,0.553,0.496,0.610,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,governmentEmergencyWinRate,0.362,0.287,0.435,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,meritsFollowUpRate,0.000,0.000,0.000,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,meritsInvalidationRate,0.363,0.319,0.406,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,legitimacy,0.601,0.593,0.610,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,constitutionalConflict,0.299,0.289,0.310,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,democraticResponsiveness,0.423,0.411,0.432,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,complianceRate,0.355,0.308,0.398,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,publicTrust,0.024,0.018,0.033,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,directCourtCost,0.307,0.307,0.308,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,upstreamScreeningCost,0.715,0.714,0.717,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,capacityStrainCost,0.425,0.422,0.429,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,institutionalBudgetCost,0.385,0.385,0.386,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,institutionalDelayCost,0.455,0.453,0.456,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,implementationComplexity,0.439,0.438,0.440,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_en_banc,totalInstitutionalCost,0.461,0.461,0.462,597,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,reviewRate,1.000,1.000,1.000,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,intakeAcceptanceRate,0.021,0.020,0.021,66593,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,legalStability,0.798,0.791,0.804,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,rightsProtection,0.692,0.687,0.698,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,shadowDocketAbuse,0.364,0.343,0.386,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,emergencyReliefRate,0.650,0.615,0.685,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,emergencyReasonGivingRate,0.017,0.008,0.027,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,emergencyVoteDisclosureRate,0.335,0.307,0.376,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,emergencyPublicDisagreementRate,0.564,0.531,0.603,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,governmentEmergencyWinRate,0.520,0.461,0.569,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,meritsFollowUpRate,0.000,0.000,0.000,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,meritsInvalidationRate,0.452,0.412,0.493,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,legitimacy,0.589,0.584,0.595,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,constitutionalConflict,0.318,0.312,0.324,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,democraticResponsiveness,0.416,0.410,0.422,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,complianceRate,0.364,0.340,0.388,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,publicTrust,0.028,0.023,0.032,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,directCourtCost,0.304,0.304,0.305,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,upstreamScreeningCost,0.664,0.663,0.665,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,capacityStrainCost,0.419,0.417,0.421,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,institutionalBudgetCost,0.372,0.372,0.372,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,institutionalDelayCost,0.419,0.418,0.420,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,implementationComplexity,0.426,0.425,0.427,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/circuit_panel,totalInstitutionalCost,0.441,0.440,0.441,1368,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/district_only,reviewRate,1.000,1.000,1.000,353,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/district_only,intakeAcceptanceRate,0.020,0.020,0.020,17589,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/district_only,legalStability,0.791,0.772,0.803,353,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/district_only,rightsProtection,0.685,0.675,0.695,353,cluster-bootstrap-runs-200-95
baseline,Baseline,Baseline assumptions for sensitivity comparison.,current-federal-court,Current-style federal supreme court,pipeline,federal/district_only,shadowDocketAbuse,0.389,0.350,0.436,353,cluster-bootstrap-runs-200-95
